Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,CLV_6m,CLV_12m
12523.0,19,23,3330.3,5,5,5,15,Champions,725.3716247696186,1399.0676264479252
12524.0,9,17,9488.56,5,5,5,15,Champions,2201.6961830663736,4244.349428793308
12525.0,498,3,798.1800000000001,1,3,3,7,Others,63.85897631270089,123.01596688165121
12526.0,1,3,1074.46,5,3,4,12,Loyal Customers,828.4654968252232,1574.4161798100156
12527.0,82,4,581.51,3,3,3,9,Loyal Customers,105.3462805325672,202.72233025792073
12528.0,9,6,1121.63,5,4,4,13,Champions,394.0110017636923,755.6684005075954
12529.0,528,1,280.68,1,1,2,4,Lost,,
12530.0,60,9,3141.21,3,5,5,13,Loyal Customers,735.2091639924082,1416.843728875291
12531.0,15,2,1648.3,5,2,4,11,Potential Loyalist,38.770710502790976,74.69027186857268
12532.0,30,1,297.33000000000004,4,1,2,7,Potential Loyalist,,
12533.0,628,2,1100.89,1,2,4,7,Lost,74.45639396820121,143.49794974783188
12534.0,131,1,828.73,3,1,3,7,Others,,
12535.0,92,2,577.85,3,2,3,8,Others,236.05875493839406,450.53564612013395
12536.0,59,1,3767.61,4,1,5,10,Potential Loyalist,,
12537.0,409,1,602.99,2,1,3,6,Others,,
12538.0,29,2,500.4,4,2,2,8,Potential Loyalist,164.8983448718712,316.4183546599926
12539.0,22,7,8271.7,4,4,5,13,Champions,1136.2796140943033,2190.8313606560628
12540.0,20,32,15465.39,4,5,5,14,Champions,3356.135041112694,6473.322103767493
12541.0,30,3,751.98,4,3,3,10,Loyal Customers,305.4839028325595,585.1406655218269
12542.0,484,2,399.93,1,2,2,5,Lost,37.04777443899585,71.34149875807546
12543.0,448,1,802.0,1,1,3,5,Lost,,
12544.0,36,1,284.9,4,1,2,7,Potential Loyalist,,
12545.0,75,2,712.84,3,2,3,8,Others,186.2973800499717,356.4678480339872
12546.0,47,2,981.1,4,2,3,9,Potential Loyalist,606.9309193477015,1151.2870055541198
12547.0,198,3,299.58,2,3,2,7,Others,60.20206915797499,115.78661688017384
12548.0,166,1,67.19999999999999,3,1,1,5,Others,,
12549.0,576,6,1575.68,1,4,4,9,At Risk,19.67745223392967,37.931626881351455
12550.0,79,1,748.88,3,1,3,7,Others,,
12551.0,358,1,168.0,2,1,1,4,Others,,
12552.0,40,1,165.47,4,1,1,6,Potential Loyalist,,
12553.0,8,12,3728.65,5,5,5,15,Champions,1271.354944171259,2443.9877842930505
12554.0,449,1,347.6,1,1,2,4,Lost,,
12556.0,50,2,517.81,4,2,2,8,Potential Loyalist,326.87228663517516,622.8804797783331
12557.0,16,8,18716.14,5,4,5,14,Champions,3988.2569026990036,7690.611393429183
12558.0,8,1,269.96,5,1,2,8,Potential Loyalist,,
12559.0,311,2,483.21000000000004,2,2,2,6,Others,33.06254485497347,63.363223810794324
12560.0,5,2,1786.96,5,2,4,11,Potential Loyalist,779.9343838973232,1485.6283107324848
12561.0,303,1,207.05,2,1,1,4,Others,,
12562.0,8,9,3768.7200000000003,5,5,5,15,Champions,1252.0582461090594,2407.161270025328
12563.0,409,1,221.24,2,1,1,4,Others,,
12564.0,261,1,336.15,2,1,2,5,Others,,
12565.0,289,1,145.92,2,1,1,4,Others,,
12566.0,86,1,240.85,3,1,2,6,Others,,
12567.0,23,15,9750.86,4,5,5,14,Champions,2288.193101957739,4410.905413394235
12568.0,645,1,30.7,1,1,1,3,Lost,,
12569.0,2,28,2777.29,5,5,5,15,Champions,1420.9107889157951,2722.0013026234824
12571.0,40,2,519.61,4,2,2,8,Potential Loyalist,396.97979713476764,755.2623019339833
12572.0,9,2,703.07,5,2,3,10,Potential Loyalist,850.5856507457563,1609.883837239796
12573.0,227,5,699.51,2,4,3,9,At Risk,170.56206532293203,327.9869835708683
12574.0,316,1,162.55,2,1,1,4,Others,,
12575.0,457,2,539.0699999999999,1,2,3,6,Lost,72.66561587512429,139.75583150964073
12576.0,36,8,1980.97,4,4,4,12,Champions,537.0408842918519,1033.7047892916921
12577.0,35,8,1549.6,4,4,4,12,Champions,337.4085143077537,650.6043501523882
12578.0,21,4,3890.3,4,3,5,12,Loyal Customers,1213.704218755825,2332.9008534425234
12579.0,78,1,329.12,3,1,2,6,Others,,
12580.0,247,2,962.9,2,2,3,7,Others,155.5841815431584,299.4065654595323
12581.0,40,1,169.76,4,1,1,6,Potential Loyalist,,
12582.0,239,4,1387.25,2,3,4,9,Others,217.79397547484604,419.33467418976363
12583.0,3,27,12756.69,5,5,5,15,Champions,2670.5842072514097,5151.017433368501
12584.0,4,8,1100.6000000000001,5,4,4,13,Champions,453.9161489835832,869.9899802014434
12585.0,234,2,1459.35,2,2,4,8,Others,287.18982635096046,550.7809209249313
12586.0,17,4,1455.52,5,3,4,12,Loyal Customers,296.9889514859154,572.5582075451789
12587.0,8,1,104.0,5,1,1,7,Potential Loyalist,,
12588.0,39,3,479.73,4,3,2,9,Loyal Customers,86.99736000195635,167.50868939867178
12589.0,29,6,2595.41,4,4,5,13,Champions,528.0055014582373,1017.7553496487562
12590.0,211,1,9065.86,2,1,5,8,Others,,
12591.0,317,3,955.85,2,3,3,8,Others,137.13974613107524,263.4003589079395
12592.0,92,4,1315.6399999999999,3,3,4,10,Loyal Customers,154.93112107721706,298.05076721758354
12593.0,109,3,382.09999999999997,3,3,2,8,Loyal Customers,139.28586391067745,266.2947634370097
12594.0,38,14,4755.860000000001,4,5,5,14,Champions,1172.874590196091,2260.5478709202807
12595.0,505,1,261.12,1,1,2,4,Lost,,
12596.0,51,2,397.46999999999997,4,2,2,8,Potential Loyalist,185.75058469058646,355.23627994461503
12597.0,19,4,2708.47,5,3,5,13,Loyal Customers,1439.0761773898962,2756.258210407268
12598.0,10,10,3748.59,5,5,5,15,Champions,825.2209814157236,1590.427679772403
12599.0,29,13,1962.82,4,5,4,13,Champions,441.82783582823373,851.0018089666837
12600.0,29,21,4379.02,4,5,5,14,Champions,920.2527839663887,1774.9320680924334
12601.0,190,6,507.41,2,4,2,8,At Risk,150.15179559494348,288.49323175575466
12602.0,59,1,129.22,4,1,1,6,Potential Loyalist,,
12603.0,22,1,0.0,4,1,1,6,Potential Loyalist,,
12604.0,79,2,236.18,3,2,1,6,Others,69.97508952957443,133.90065240193024
12605.0,376,3,1117.0,2,3,4,9,Others,200.71306137386324,385.80778437277723
12607.0,60,1,1513.66,3,1,4,8,Others,,
12608.0,405,1,415.79,2,1,2,5,Others,,
12609.0,78,9,2642.81,3,5,5,13,Loyal Customers,554.8450092080841,1069.9204190203632
12610.0,23,4,1479.6399999999999,4,3,4,11,Loyal Customers,874.9451623154824,1666.5274212231484
12611.0,52,1,1068.52,4,1,4,9,Potential Loyalist,,
12612.0,74,1,668.0400000000001,3,1,3,7,Others,,
12613.0,57,9,5985.67,4,5,5,14,Champions,1153.7072459268281,2224.7587640196725
12614.0,278,1,218.15,2,1,1,4,Others,,
12615.0,2,8,4739.13,5,4,5,14,Champions,1005.7872620400206,1937.9658509299327
12616.0,95,3,712.9,3,3,3,9,Loyal Customers,190.27698955066154,365.33135974626947
12617.0,29,1,335.63,4,1,2,7,Potential Loyalist,,
12618.0,22,1,121.41,4,1,1,6,Potential Loyalist,,
12619.0,16,9,2877.05,5,5,5,15,Champions,816.6318504562382,1572.5112291291196
12620.0,15,3,1253.66,5,3,4,12,Loyal Customers,607.9378535957619,1161.7095295672934
12621.0,2,35,19820.16,5,5,5,15,Champions,4702.018045871369,9064.8947856532
12622.0,232,1,123.85,2,1,1,4,Others,,
12623.0,276,7,3248.94,2,4,5,11,At Risk,377.09517267228927,726.9893200344234
12624.0,106,2,492.78,3,2,2,7,Others,309.7337440040873,590.9266374718284
12625.0,212,4,4202.9800000000005,2,3,5,10,Others,999.6954404187961,1925.1619103653916
12626.0,23,9,5319.93,4,5,5,14,Champions,2156.152959090493,4137.209916990925
12627.0,11,6,3847.78,5,4,5,14,Champions,2973.1031207613946,5668.8343900168775
12628.0,4,3,715.46,5,3,3,11,Loyal Customers,721.3212072670952,1367.672620305422
12629.0,386,2,808.52,2,2,3,7,Others,103.23889032593497,198.2615319872382
12630.0,10,2,905.08,5,2,3,10,Potential Loyalist,982.2814019531062,1857.6866397264328
12631.0,57,6,2891.67,4,4,5,13,Champions,606.6651224645852,1169.4128504300827
12632.0,521,2,714.88,1,2,3,6,Lost,82.44076997098644,158.62791663588905
12633.0,59,7,4784.01,4,4,5,13,Champions,935.5457382871964,1800.6581267933539
12634.0,548,1,360.0,1,1,2,4,Lost,,
12635.0,90,4,2418.56,3,3,4,10,Loyal Customers,691.9420049934059,1330.25997776
12637.0,67,12,7256.01,3,5,5,13,Loyal Customers,1970.0338531010643,3792.9830082713943
12638.0,33,2,604.99,4,2,3,9,Potential Loyalist,202.3092980794352,389.57566757584726
12639.0,239,3,994.67,2,3,3,8,Others,244.85105886625266,471.5862041710235
12640.0,24,3,609.53,4,3,3,10,Loyal Customers,174.48679007992095,331.28674927345816
12641.0,115,1,128.9,3,1,1,5,Others,,
12642.0,25,3,851.41,4,3,3,10,Loyal Customers,688.6680519682365,1309.8595183542886
12643.0,128,11,7851.42,3,5,5,13,Loyal Customers,1458.9293464539019,2810.8236755696757
12644.0,130,4,1708.19,3,3,4,10,Loyal Customers,296.5575316020448,571.5974123283025
12645.0,34,8,3215.3,4,4,5,13,Champions,735.1657898337451,1417.0331221529896
12646.0,5,2,1268.92,5,2,4,11,Potential Loyalist,1454.5944590028837,2752.551949160374
12647.0,22,35,13046.8,4,5,5,14,Champions,2781.147498964221,5362.838454236391
12648.0,155,4,875.95,3,3,3,9,Loyal Customers,187.19099366252763,360.8198880678482
12649.0,107,8,2006.95,3,4,4,11,Loyal Customers,427.10530738201203,823.4022058579362
12650.0,3,1,242.44000000000003,5,1,2,8,Potential Loyalist,,
12651.0,335,4,377.75,2,3,2,7,Others,60.475842490542234,116.27990837795473
12652.0,331,2,797.53,2,2,3,7,Others,312.65640430616537,600.5384770805445
12653.0,149,3,2880.13,3,3,5,11,Loyal Customers,517.0212564167998,994.7116783359223
12654.0,11,5,499.33,5,4,2,11,Champions,206.0137721829184,394.85610268493207
12655.0,424,1,181.70000000000002,1,1,1,3,Lost,,
12656.0,17,8,4943.18,5,4,5,14,Champions,1261.0959564209975,2428.350215840992
12657.0,11,3,969.08,5,3,3,11,Loyal Customers,1101.2743164661556,2089.168508802745
12658.0,19,1,535.4,5,1,3,9,Potential Loyalist,,
12659.0,30,1,73.68,4,1,1,6,Potential Loyalist,,
12660.0,11,1,227.1,5,1,1,7,Potential Loyalist,,
12661.0,436,1,162.0,1,1,1,3,Lost,,
12662.0,1,20,5958.82,5,5,5,15,Champions,1445.2592655840176,2784.9263573898675
12663.0,625,2,185.4,1,2,1,4,Lost,12.524748855046095,24.124646664018517
12664.0,8,11,5420.04,5,5,5,15,Champions,1147.2406731065382,2212.4508224702586
12665.0,325,3,259.6,2,3,2,7,Others,32.60286682801005,62.81736442619936
12666.0,394,1,939.12,2,1,3,6,Others,,
12667.0,58,1,410.23,4,1,2,7,Potential Loyalist,,
12668.0,12,9,8968.43,5,5,5,15,Champions,1888.7050393431878,3640.8515578607166
12669.0,151,2,1327.48,3,2,4,9,Others,300.2624100948307,574.4811296155608
12670.0,10,7,2886.19,5,4,5,14,Champions,722.32461856056,1392.2085908281836
12671.0,606,1,2362.781,1,1,4,6,Lost,,
12672.0,330,2,333.5,2,2,2,6,Others,63.914683172379206,123.02274650924963
12673.0,5,3,1036.6200000000001,5,3,3,11,Loyal Customers,249.44205801893838,479.03856329775084
12674.0,39,4,1559.6000000000001,4,3,4,11,Loyal Customers,953.5250378801791,1822.7768723378756
12675.0,578,1,615.2,1,1,3,5,Lost,,
12676.0,25,10,2333.09,4,5,4,13,Champions,635.688945894694,1222.9749927877265
12677.0,555,2,279.6,1,2,2,5,Lost,39.57932707539007,76.23467986274535
12678.0,42,15,31682.88,4,5,5,14,Champions,6924.745003278168,13352.389134542611
12679.0,59,4,868.82,4,3,3,10,Loyal Customers,138.69272928659512,265.74439546130054
12680.0,1,4,751.01,5,3,3,11,Loyal Customers,554.9474857300922,1056.228741130869
12681.0,15,44,25306.579999999998,5,5,5,15,Champions,5395.542743893475,10406.669002339193
12682.0,4,51,19049.96,5,5,5,15,Champions,4073.7790030847195,7858.017217348495
12683.0,4,20,9921.78,5,5,5,15,Champions,2208.736504073006,4259.810738056149
12684.0,8,6,2056.63,5,4,4,13,Champions,1108.2232213699392,2119.5246436790753
12685.0,28,6,2451.33,4,4,4,12,Champions,2320.2250213756292,4411.7986912102515
12686.0,372,1,142.28,2,1,1,4,Others,,
12687.0,481,1,1800.41,1,1,4,6,Lost,,
12688.0,114,1,3984.96,3,1,5,9,Others,,
12689.0,26,2,1020.21,4,2,3,9,Potential Loyalist,822.3062228142282,1564.9923348290972
12690.0,206,1,265.11,2,1,2,5,Others,,
12691.0,28,6,995.6,4,4,3,11,Champions,358.1258133539091,688.262356490549
12692.0,637,1,103.0,1,1,1,3,Lost,,
12693.0,127,6,961.62,3,4,3,10,Loyal Customers,181.45278943191798,349.2133527238007
12694.0,70,3,1340.85,3,3,4,10,Loyal Customers,228.0972326300308,438.1946453666895
12695.0,7,7,1014.6700000000001,5,4,3,12,Champions,163.46376849288117,315.05746412129724
12696.0,435,2,716.01,1,2,3,6,Lost,137.335468642497,264.0727722895846
12697.0,29,3,757.59,4,3,3,10,Loyal Customers,426.57823004793704,814.0017336107126
12698.0,590,1,218.45,1,1,1,3,Lost,,
12699.0,418,1,517.26,1,1,2,4,Lost,,
12700.0,8,4,4141.74,5,3,5,13,Loyal Customers,2380.729679979844,4552.336249680626
12701.0,80,6,2150.91,3,4,4,11,Loyal Customers,454.89975929504385,876.4804737537671
12702.0,20,1,201.0,4,1,1,6,Potential Loyalist,,
12703.0,71,4,877.63,3,3,3,9,Loyal Customers,111.09260083493689,214.10715987310346
12704.0,7,8,1507.1399999999999,5,4,4,13,Champions,993.8229516678997,1897.6554839738278
12705.0,15,13,10178.2,5,5,5,15,Champions,2625.9116061104105,5055.2918870327085
