Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,CLV_6m,CLV_12m,treatment,response
12375.0,11.0,2.0,345.70000000000005,5.0,2.0,2.0,9,Potential Loyalist,324.08795644227695,615.6964405609993,0,1
12376.0,390.0,2.0,383.15,2.0,2.0,2.0,6,Others,12.76246015863502,24.50674712006717,1,0
12377.0,315.0,4.0,3122.92,2.0,3.0,5.0,10,Others,492.85526438848785,949.0480912126962,0,0
12378.0,130.0,2.0,4703.97,3.0,2.0,5.0,10,Others,1520.2826869103935,2925.17629733959,1,0
12379.0,82.0,4.0,1450.32,3.0,3.0,4.0,10,Loyal Customers,393.23879809164055,756.7707149037354,1,1
12380.0,22.0,8.0,6349.95,4.0,4.0,5.0,13,Champions,1300.3386976450515,2506.1890382357183,0,1
12381.0,5.0,5.0,1276.8600000000001,5.0,4.0,4.0,13,Champions,382.22906069295465,727.884411762862,0,1
12383.0,185.0,5.0,1382.96,3.0,4.0,4.0,11,Loyal Customers,317.3364244483256,609.0794247753785,0,0
12384.0,29.0,2.0,286.32,4.0,2.0,2.0,8,Potential Loyalist,213.42344337008961,406.04252984604557,0,1
12385.0,379.0,1.0,1404.1,2.0,1.0,4.0,7,Others,0.0,0.0,1,0
12386.0,338.0,2.0,660.8,2.0,2.0,3.0,7,Others,57.80564361637115,110.8954012572791,0,0
12387.0,415.0,1.0,110.03999999999999,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12388.0,16.0,8.0,3834.21,5.0,4.0,5.0,14,Champions,976.9470571405434,1881.5866887396066,1,1
12389.0,403.0,3.0,1413.43,2.0,3.0,4.0,9,Others,310.997496016613,599.1390002460428,0,0
12391.0,22.0,6.0,2096.32,4.0,4.0,4.0,12,Champions,425.5167211712683,820.0203003026672,1,1
12392.0,591.0,1.0,196.95000000000002,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12393.0,72.0,6.0,2365.8,3.0,4.0,4.0,11,Loyal Customers,793.4454576197762,1525.0709336185723,1,1
12394.0,64.0,2.0,1060.58,3.0,2.0,4.0,9,Others,690.011558152905,1318.4964336966675,0,1
12395.0,19.0,15.0,4147.67,5.0,5.0,5.0,15,Champions,858.7333471910906,1654.4271851425765,0,1
12396.0,674.0,1.0,883.58,1.0,1.0,3.0,5,Lost,0.0,0.0,0,0
12397.0,36.0,2.0,1757.45,4.0,2.0,4.0,10,Potential Loyalist,1143.3404976835186,2176.933796532694,0,1
12399.0,119.0,7.0,1842.3,3.0,4.0,4.0,11,Loyal Customers,432.47955016792764,833.404392673466,1,0
12400.0,414.0,1.0,205.25,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12401.0,303.0,1.0,32.85,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12402.0,323.0,6.0,1124.15,2.0,4.0,4.0,10,At Risk,184.37621020565325,355.36171173207856,0,0
12403.0,50.0,2.0,947.36,4.0,2.0,3.0,9,Potential Loyalist,186.19197622501775,358.07550860621694,0,1
12405.0,149.0,1.0,1229.19,3.0,1.0,4.0,8,Others,0.0,0.0,0,0
12406.0,22.0,5.0,5955.76,4.0,4.0,5.0,13,Champions,1339.3551173159565,2581.8341707905033,0,1
12407.0,50.0,5.0,1375.77,4.0,4.0,4.0,12,Champions,689.4263015949582,1320.5082921202734,1,1
12408.0,33.0,8.0,3560.5299999999997,4.0,4.0,5.0,13,Champions,1134.8402785914366,2183.525765898171,1,1
12409.0,79.0,6.0,20259.63,3.0,4.0,5.0,12,Loyal Customers,4292.24207548431,8264.589987158954,1,1
12410.0,309.0,2.0,497.61,2.0,2.0,2.0,6,Others,118.91667630764908,228.6384366205746,0,0
12411.0,410.0,1.0,255.4,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12412.0,75.0,6.0,2387.93,3.0,4.0,4.0,11,Loyal Customers,560.2147218907257,1078.36924863892,1,1
12413.0,67.0,4.0,652.1500000000001,3.0,3.0,3.0,9,Loyal Customers,241.34359037449616,463.58964170011626,0,1
12414.0,217.0,4.0,532.41,2.0,3.0,3.0,8,Others,155.8568495555658,299.66522268685935,0,0
12415.0,24.0,24.0,129539.87,4.0,5.0,5.0,14,Champions,38181.99782844332,73506.61145417538,1,1
12416.0,657.0,1.0,202.56,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12417.0,3.0,20.0,4204.75,5.0,5.0,5.0,15,Champions,885.9135017552838,1708.7044671921235,1,1
12418.0,113.0,4.0,1683.25,3.0,3.0,4.0,10,Loyal Customers,396.5394042732343,763.8852095616809,0,0
12419.0,386.0,2.0,274.31,2.0,2.0,2.0,6,Others,14.441876278126632,27.729701967466863,1,0
12421.0,16.0,6.0,829.0,5.0,4.0,3.0,12,Champions,266.7965008578693,513.3547437712757,0,1
12422.0,96.0,12.0,3406.55,3.0,5.0,5.0,13,Loyal Customers,756.6736609394313,1459.2117896483512,0,0
12423.0,1.0,10.0,2202.69,5.0,5.0,4.0,14,Champions,675.9035065342326,1300.0639745018468,1,1
12424.0,163.0,4.0,3228.33,3.0,3.0,5.0,11,Loyal Customers,1009.4069795339814,1942.530459826602,1,0
12425.0,78.0,2.0,1683.01,3.0,2.0,4.0,9,Others,389.6257344088753,748.5438951844314,0,1
12426.0,195.0,2.0,1104.76,2.0,2.0,4.0,8,Others,165.698719000108,319.14474860256274,0,0
12427.0,22.0,3.0,606.4,4.0,3.0,3.0,10,Loyal Customers,191.67078839768138,367.89102015899635,0,1
12428.0,26.0,8.0,5203.81,4.0,4.0,5.0,13,Champions,839.6264889488674,1609.2913930993784,0,1
12429.0,9.0,8.0,5986.01,5.0,4.0,5.0,14,Champions,1495.8919166236128,2879.701197138181,1,1
12431.0,36.0,25.0,9381.92,4.0,5.0,5.0,14,Champions,1977.5600873629633,3813.1551362425103,0,1
12432.0,43.0,4.0,3247.7200000000003,4.0,3.0,5.0,12,Loyal Customers,1095.081252131352,2088.8008471524427,1,1
12433.0,1.0,10.0,19775.96,5.0,5.0,5.0,15,Champions,6716.444845736195,12920.289107523391,0,1
12434.0,85.0,3.0,864.48,3.0,3.0,3.0,9,Loyal Customers,310.0537638081132,595.2261814683061,0,1
12435.0,80.0,6.0,8465.98,3.0,4.0,5.0,12,Loyal Customers,1780.3409966016172,3433.16034682689,0,1
12436.0,100.0,1.0,429.01000000000005,3.0,1.0,2.0,6,Others,0.0,0.0,1,0
12437.0,2.0,38.0,9623.8,5.0,5.0,5.0,15,Champions,2011.1889699901112,3879.344654838947,0,1
12438.0,14.0,2.0,1793.8,5.0,2.0,4.0,11,Potential Loyalist,1460.5680484865486,2781.6752905668022,0,1
12439.0,683.0,2.0,1063.58,1.0,2.0,4.0,7,Lost,11.858209164946054,22.851714407852533,0,0
12440.0,462.0,2.0,619.9,1.0,2.0,3.0,6,Lost,52.09976016448954,100.39399329425144,0,0
12441.0,367.0,1.0,311.1,2.0,1.0,2.0,5,Others,0.0,0.0,0,0
12443.0,732.0,1.0,232.86,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12444.0,21.0,5.0,2382.56,4.0,4.0,4.0,12,Champions,923.4539450166048,1763.092235623905,1,1
12445.0,22.0,2.0,378.98,4.0,2.0,2.0,8,Potential Loyalist,49.62287288343673,95.29172826583196,0,1
12447.0,243.0,1.0,379.78999999999996,2.0,1.0,2.0,5,Others,0.0,0.0,0,0
12449.0,22.0,5.0,3412.44,4.0,4.0,5.0,13,Champions,1074.5882104904604,2065.596662028503,0,1
12450.0,156.0,5.0,645.7,3.0,4.0,3.0,10,Loyal Customers,174.57963206452828,335.7544171201612,0,0
12451.0,11.0,8.0,11562.33,5.0,4.0,5.0,14,Champions,3038.2497696357823,5848.035322928656,0,1
12453.0,134.0,1.0,707.09,3.0,1.0,3.0,7,Others,0.0,0.0,0,0
12454.0,56.0,4.0,14600.08,4.0,3.0,5.0,12,Loyal Customers,4285.115369559371,8233.741405496172,0,1
12455.0,73.0,9.0,4673.45,3.0,5.0,5.0,13,Loyal Customers,805.5276263087578,1553.3403892222852,1,1
12456.0,44.0,3.0,2004.84,4.0,3.0,4.0,11,Loyal Customers,1049.121105077896,2008.0800707464218,1,1
12457.0,66.0,7.0,2083.11,3.0,4.0,4.0,11,Loyal Customers,668.8105459568648,1285.7269576854278,1,1
12458.0,71.0,4.0,1405.74,3.0,3.0,4.0,10,Loyal Customers,400.4464127278836,770.1901895039631,0,1
12459.0,605.0,1.0,363.51,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12460.0,456.0,1.0,236.95,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12461.0,155.0,1.0,419.08,3.0,1.0,2.0,6,Others,0.0,0.0,0,0
12462.0,19.0,2.0,695.24,5.0,2.0,3.0,10,Potential Loyalist,192.81027305692427,369.37111565172256,1,1
12463.0,53.0,4.0,1155.38,4.0,3.0,4.0,11,Loyal Customers,557.7429625239456,1067.4020039557415,0,1
12464.0,150.0,4.0,76.5,3.0,3.0,1.0,7,Loyal Customers,35.38005467143599,67.83405751315621,0,0
12465.0,17.0,2.0,662.29,5.0,2.0,3.0,10,Potential Loyalist,323.2801213303976,616.5551317256376,1,1
12467.0,423.0,1.0,132.8,1.0,1.0,1.0,3,Lost,0.0,0.0,1,0
12468.0,188.0,5.0,3004.91,2.0,4.0,5.0,11,At Risk,662.8962192746088,1277.69117148871,1,0
12469.0,523.0,2.0,2962.24,1.0,2.0,5.0,8,Lost,172.22683002584282,331.2801265084412,1,0
12470.0,690.0,1.0,183.25,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12471.0,2.0,70.0,25340.9,5.0,5.0,5.0,15,Champions,5346.608414626103,10312.758127106767,0,1
12472.0,32.0,19.0,15466.39,4.0,5.0,5.0,14,Champions,3210.1386117658017,6191.164858172398,0,1
12473.0,54.0,3.0,2462.73,4.0,3.0,4.0,11,Loyal Customers,1629.3960882278855,3112.0750468210376,0,1
12474.0,17.0,29.0,10496.0,5.0,5.0,5.0,15,Champions,2495.524448643323,4810.931639119055,0,1
12475.0,54.0,2.0,981.04,4.0,2.0,3.0,9,Potential Loyalist,359.489220778315,690.2038850396015,1,1
12476.0,16.0,16.0,9704.16,5.0,5.0,5.0,15,Champions,2788.1412667309123,5365.790597312449,0,1
12477.0,23.0,9.0,15375.51,4.0,5.0,5.0,14,Champions,3628.598439078418,6991.5939989459275,0,1
12480.0,28.0,7.0,4472.9,4.0,4.0,5.0,13,Champions,1366.4771776333127,2629.5090879446343,0,1
12481.0,23.0,14.0,10071.39,4.0,5.0,5.0,14,Champions,1919.0929416500935,3697.3847225484533,0,1
12482.0,576.0,27.0,21758.12,1.0,5.0,5.0,11,At Risk,118.24512731841038,227.85449197010527,0,0
12483.0,17.0,19.0,4046.6800000000003,5.0,5.0,5.0,15,Champions,921.8351524656943,1777.2202052772775,1,1
12484.0,35.0,9.0,4910.15,4.0,5.0,5.0,14,Champions,1078.3182025133713,2078.7379844798033,1,1
12485.0,529.0,1.0,618.6,1.0,1.0,3.0,5,Lost,0.0,0.0,0,0
12486.0,432.0,1.0,829.6800000000001,1.0,1.0,3.0,5,Lost,0.0,0.0,0,0
12487.0,731.0,1.0,285.29999999999995,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12489.0,336.0,1.0,191.43,2.0,1.0,1.0,4,Others,0.0,0.0,1,0
12490.0,5.0,20.0,8385.54,5.0,5.0,5.0,15,Champions,1743.9371566886075,3363.7348130855553,0,1
12492.0,63.0,3.0,543.36,3.0,3.0,3.0,9,Loyal Customers,111.81851143942546,214.74820410584022,0,1
12493.0,166.0,2.0,362.79,3.0,2.0,2.0,7,Others,160.77463842323772,306.98522470284536,1,0
12494.0,16.0,9.0,1415.77,5.0,5.0,4.0,14,Champions,330.9673495187682,637.4191620885174,1,1
12495.0,641.0,1.0,243.4,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12496.0,620.0,2.0,54.09,1.0,2.0,1.0,4,Lost,0.0,0.0,0,0
12497.0,82.0,3.0,5996.5,3.0,3.0,5.0,11,Loyal Customers,1544.8473642033919,2975.8653450570587,0,1
12499.0,560.0,1.0,340.72,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12500.0,23.0,18.0,4851.96,4.0,5.0,5.0,14,Champions,1100.8948672597212,2122.349777521158,0,1
12501.0,337.0,1.0,1895.94,2.0,1.0,4.0,7,Others,0.0,0.0,0,0
12502.0,96.0,5.0,1552.1200000000001,3.0,4.0,4.0,11,Loyal Customers,624.4853855468491,1197.4940488911186,0,0
12503.0,584.0,1.0,896.0,1.0,1.0,3.0,5,Lost,0.0,0.0,0,0
12504.0,30.0,3.0,321.0,4.0,3.0,2.0,9,Loyal Customers,72.69494277789049,139.96873793622208,1,1
12505.0,409.0,1.0,583.8,2.0,1.0,3.0,6,Others,0.0,0.0,0,0
12506.0,233.0,1.0,57.6,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12507.0,134.0,4.0,1420.16,3.0,3.0,4.0,10,Loyal Customers,320.8807784741535,617.8602458348116,1,0
12509.0,284.0,1.0,124.5,2.0,1.0,1.0,4,Others,0.0,0.0,1,0
12510.0,143.0,7.0,2830.13,3.0,4.0,5.0,12,Loyal Customers,579.0067246083635,1116.5743885930824,0,0
12511.0,429.0,1.0,2669.27,1.0,1.0,5.0,7,Lost,0.0,0.0,0,0
12513.0,113.0,1.0,520.04,3.0,1.0,2.0,6,Others,0.0,0.0,1,0
12514.0,267.0,2.0,1257.88,2.0,2.0,4.0,8,Others,286.5335754632205,551.7721033962608,1,0
12515.0,353.0,1.0,190.8,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12516.0,78.0,4.0,2288.62,3.0,3.0,4.0,10,Loyal Customers,550.1197194850387,1059.4239195493135,1,1
12517.0,28.0,4.0,2198.09,4.0,3.0,4.0,11,Loyal Customers,1180.5276378726312,2255.2800688867683,1,1
12518.0,1.0,5.0,1750.09,5.0,4.0,4.0,13,Champions,1638.1394886397788,3117.8699119444927,0,1
12519.0,64.0,2.0,586.64,3.0,2.0,3.0,8,Others,131.53142625360908,252.80179719324948,0,1
12520.0,79.0,5.0,2061.56,3.0,4.0,4.0,11,Loyal Customers,719.1918816975679,1377.8592862505682,1,1
12521.0,143.0,1.0,499.03,3.0,1.0,2.0,6,Others,0.0,0.0,0,0
12523.0,19.0,23.0,3330.3,5.0,5.0,5.0,15,Champions,725.3716247696186,1399.0676264479252,0,1
12524.0,9.0,17.0,9488.56,5.0,5.0,5.0,15,Champions,2201.6961830663736,4244.349428793308,1,1
12525.0,498.0,3.0,798.1800000000001,1.0,3.0,3.0,7,Others,63.85897631270089,123.01596688165121,0,0
12526.0,1.0,3.0,1074.46,5.0,3.0,4.0,12,Loyal Customers,828.4654968252232,1574.4161798100156,0,1
12527.0,82.0,4.0,581.51,3.0,3.0,3.0,9,Loyal Customers,105.3462805325672,202.72233025792073,0,1
12528.0,9.0,6.0,1121.63,5.0,4.0,4.0,13,Champions,394.0110017636923,755.6684005075954,0,1
12529.0,528.0,1.0,280.68,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12530.0,60.0,9.0,3141.21,3.0,5.0,5.0,13,Loyal Customers,735.2091639924082,1416.843728875291,1,1
12531.0,15.0,2.0,1648.3,5.0,2.0,4.0,11,Potential Loyalist,38.770710502790976,74.69027186857268,0,1
12533.0,628.0,2.0,1100.89,1.0,2.0,4.0,7,Lost,74.45639396820121,143.49794974783188,0,0
12534.0,131.0,1.0,828.73,3.0,1.0,3.0,7,Others,0.0,0.0,1,0
12535.0,92.0,2.0,577.85,3.0,2.0,3.0,8,Others,236.05875493839406,450.53564612013395,1,0
12537.0,409.0,1.0,602.99,2.0,1.0,3.0,6,Others,0.0,0.0,0,0
12538.0,29.0,2.0,500.4,4.0,2.0,2.0,8,Potential Loyalist,164.8983448718712,316.4183546599926,0,1
12539.0,22.0,7.0,8271.7,4.0,4.0,5.0,13,Champions,1136.2796140943033,2190.8313606560628,1,1
12540.0,20.0,32.0,15465.39,4.0,5.0,5.0,14,Champions,3356.135041112694,6473.322103767493,0,1
12541.0,30.0,3.0,751.98,4.0,3.0,3.0,10,Loyal Customers,305.4839028325595,585.1406655218269,1,1
12542.0,484.0,2.0,399.93,1.0,2.0,2.0,5,Lost,37.04777443899585,71.34149875807546,0,0
12543.0,448.0,1.0,802.0,1.0,1.0,3.0,5,Lost,0.0,0.0,1,0
12545.0,75.0,2.0,712.84,3.0,2.0,3.0,8,Others,186.2973800499717,356.4678480339872,0,1
12547.0,198.0,3.0,299.58,2.0,3.0,2.0,7,Others,60.20206915797499,115.78661688017384,0,0
12548.0,166.0,1.0,67.19999999999999,3.0,1.0,1.0,5,Others,0.0,0.0,0,0
12549.0,576.0,6.0,1575.68,1.0,4.0,4.0,9,At Risk,19.67745223392967,37.931626881351455,1,0
12551.0,358.0,1.0,168.0,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12553.0,8.0,12.0,3728.65,5.0,5.0,5.0,15,Champions,1271.354944171259,2443.9877842930505,1,1
12554.0,449.0,1.0,347.6,1.0,1.0,2.0,4,Lost,0.0,0.0,0,0
12556.0,50.0,2.0,517.81,4.0,2.0,2.0,8,Potential Loyalist,326.87228663517516,622.8804797783331,0,1
12557.0,16.0,8.0,18716.14,5.0,4.0,5.0,14,Champions,3988.2569026990036,7690.611393429183,1,1
12559.0,311.0,2.0,483.21000000000004,2.0,2.0,2.0,6,Others,33.06254485497347,63.363223810794324,0,0
12560.0,5.0,2.0,1786.96,5.0,2.0,4.0,11,Potential Loyalist,779.9343838973232,1485.6283107324848,0,1
12561.0,303.0,1.0,207.05,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12562.0,8.0,9.0,3768.7200000000003,5.0,5.0,5.0,15,Champions,1252.0582461090594,2407.161270025328,0,1
12563.0,409.0,1.0,221.24,2.0,1.0,1.0,4,Others,0.0,0.0,1,0
12564.0,261.0,1.0,336.15,2.0,1.0,2.0,5,Others,0.0,0.0,1,0
12565.0,289.0,1.0,145.92,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12567.0,23.0,15.0,9750.86,4.0,5.0,5.0,14,Champions,2288.193101957739,4410.905413394235,0,1
12568.0,645.0,1.0,30.7,1.0,1.0,1.0,3,Lost,0.0,0.0,0,0
12569.0,2.0,28.0,2777.29,5.0,5.0,5.0,15,Champions,1420.9107889157951,2722.0013026234824,0,1
12571.0,40.0,2.0,519.61,4.0,2.0,2.0,8,Potential Loyalist,396.97979713476764,755.2623019339833,0,1
12573.0,227.0,5.0,699.51,2.0,4.0,3.0,9,At Risk,170.56206532293203,327.9869835708683,0,0
12574.0,316.0,1.0,162.55,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12575.0,457.0,2.0,539.0699999999999,1.0,2.0,3.0,6,Lost,72.66561587512429,139.75583150964073,0,0
12576.0,36.0,8.0,1980.97,4.0,4.0,4.0,12,Champions,537.0408842918519,1033.7047892916921,0,1
12577.0,35.0,8.0,1549.6,4.0,4.0,4.0,12,Champions,337.4085143077537,650.6043501523882,0,1
12578.0,21.0,4.0,3890.3,4.0,3.0,5.0,12,Loyal Customers,1213.704218755825,2332.9008534425234,1,1
12580.0,247.0,2.0,962.9,2.0,2.0,3.0,7,Others,155.5841815431584,299.4065654595323,1,0
12582.0,239.0,4.0,1387.25,2.0,3.0,4.0,9,Others,217.79397547484604,419.33467418976363,0,0
12583.0,3.0,27.0,12756.69,5.0,5.0,5.0,15,Champions,2670.5842072514097,5151.017433368501,0,1
12584.0,4.0,8.0,1100.6000000000001,5.0,4.0,4.0,13,Champions,453.9161489835832,869.9899802014434,1,1
12585.0,234.0,2.0,1459.35,2.0,2.0,4.0,8,Others,287.18982635096046,550.7809209249313,1,0
12586.0,17.0,4.0,1455.52,5.0,3.0,4.0,12,Loyal Customers,296.9889514859154,572.5582075451789,0,1
12588.0,39.0,3.0,479.73,4.0,3.0,2.0,9,Loyal Customers,86.99736000195635,167.50868939867178,1,1
12589.0,29.0,6.0,2595.41,4.0,4.0,5.0,13,Champions,528.0055014582373,1017.7553496487562,1,1
12590.0,211.0,1.0,9065.86,2.0,1.0,5.0,8,Others,0.0,0.0,0,0
12591.0,317.0,3.0,955.85,2.0,3.0,3.0,8,Others,137.13974613107524,263.4003589079395,0,0
12592.0,92.0,4.0,1315.6399999999999,3.0,3.0,4.0,10,Loyal Customers,154.93112107721706,298.05076721758354,0,0
12593.0,109.0,3.0,382.09999999999997,3.0,3.0,2.0,8,Loyal Customers,139.28586391067745,266.2947634370097,1,0
12594.0,38.0,14.0,4755.860000000001,4.0,5.0,5.0,14,Champions,1172.874590196091,2260.5478709202807,0,1
12595.0,505.0,1.0,261.12,1.0,1.0,2.0,4,Lost,0.0,0.0,1,0
12596.0,51.0,2.0,397.46999999999997,4.0,2.0,2.0,8,Potential Loyalist,185.75058469058646,355.23627994461503,0,1
12597.0,19.0,4.0,2708.47,5.0,3.0,5.0,13,Loyal Customers,1439.0761773898962,2756.258210407268,0,1
12598.0,10.0,10.0,3748.59,5.0,5.0,5.0,15,Champions,825.2209814157236,1590.427679772403,0,1
12599.0,29.0,13.0,1962.82,4.0,5.0,4.0,13,Champions,441.82783582823373,851.0018089666837,0,1
12600.0,29.0,21.0,4379.02,4.0,5.0,5.0,14,Champions,920.2527839663887,1774.9320680924334,0,1
12601.0,190.0,6.0,507.41,2.0,4.0,2.0,8,At Risk,150.15179559494348,288.49323175575466,0,0
12604.0,79.0,2.0,236.18,3.0,2.0,1.0,6,Others,69.97508952957443,133.90065240193024,1,1
12605.0,376.0,3.0,1117.0,2.0,3.0,4.0,9,Others,200.71306137386324,385.80778437277723,0,0
12608.0,405.0,1.0,415.79,2.0,1.0,2.0,5,Others,0.0,0.0,1,0
12609.0,78.0,9.0,2642.81,3.0,5.0,5.0,13,Loyal Customers,554.8450092080841,1069.9204190203632,1,1
12610.0,23.0,4.0,1479.6399999999999,4.0,3.0,4.0,11,Loyal Customers,874.9451623154824,1666.5274212231484,0,1
12613.0,57.0,9.0,5985.67,4.0,5.0,5.0,14,Champions,1153.7072459268281,2224.7587640196725,0,1
12614.0,278.0,1.0,218.15,2.0,1.0,1.0,4,Others,0.0,0.0,0,0
12615.0,2.0,8.0,4739.13,5.0,4.0,5.0,14,Champions,1005.7872620400206,1937.9658509299327,0,1
12616.0,95.0,3.0,712.9,3.0,3.0,3.0,9,Loyal Customers,190.27698955066154,365.33135974626947,0,0
12619.0,16.0,9.0,2877.05,5.0,5.0,5.0,15,Champions,816.6318504562382,1572.5112291291196,0,1
12620.0,15.0,3.0,1253.66,5.0,3.0,4.0,12,Loyal Customers,607.9378535957619,1161.7095295672934,0,1
12621.0,2.0,35.0,19820.16,5.0,5.0,5.0,15,Champions,4702.018045871369,9064.8947856532,0,1
12622.0,232.0,1.0,123.85,2.0,1.0,1.0,4,Others,0.0,0.0,1,0
12623.0,276.0,7.0,3248.94,2.0,4.0,5.0,11,At Risk,377.09517267228927,726.9893200344234,0,0
12624.0,106.0,2.0,492.78,3.0,2.0,2.0,7,Others,309.7337440040873,590.9266374718284,1,0
12625.0,212.0,4.0,4202.9800000000005,2.0,3.0,5.0,10,Others,999.6954404187961,1925.1619103653916,1,0
12626.0,23.0,9.0,5319.93,4.0,5.0,5.0,14,Champions,2156.152959090493,4137.209916990925,0,1
12627.0,11.0,6.0,3847.78,5.0,4.0,5.0,14,Champions,2973.1031207613946,5668.8343900168775,1,1
12629.0,386.0,2.0,808.52,2.0,2.0,3.0,7,Others,103.23889032593497,198.2615319872382,0,0
12631.0,57.0,6.0,2891.67,4.0,4.0,5.0,13,Champions,606.6651224645852,1169.4128504300827,0,1
12632.0,521.0,2.0,714.88,1.0,2.0,3.0,6,Lost,82.44076997098644,158.62791663588905,0,0
12633.0,59.0,7.0,4784.01,4.0,4.0,5.0,13,Champions,935.5457382871964,1800.6581267933539,0,1
12634.0,548.0,1.0,360.0,1.0,1.0,2.0,4,Lost,0.0,0.0,1,0
12635.0,90.0,4.0,2418.56,3.0,3.0,4.0,10,Loyal Customers,691.9420049934059,1330.25997776,0,1
12637.0,67.0,12.0,7256.01,3.0,5.0,5.0,13,Loyal Customers,1970.0338531010643,3792.9830082713943,0,1
12638.0,33.0,2.0,604.99,4.0,2.0,3.0,9,Potential Loyalist,202.3092980794352,389.57566757584726,0,1
12639.0,239.0,3.0,994.67,2.0,3.0,3.0,8,Others,244.85105886625266,471.5862041710235,0,0
12641.0,115.0,1.0,128.9,3.0,1.0,1.0,5,Others,0.0,0.0,0,0
