CustomerID,p_treat,p_ctrl,uplift,treatment,response,cum_n,percent,treat_resp,ctrl_resp,cum_treat,cum_ctrl,cum_treat_resp,cum_ctrl_resp,expected_ctrl_resp,incremental_resp
14078.0,0.08420728479675421,0.05746830889086307,0.026738975905891145,0,0,45,0.028698979591836735,0,0,16,29,6,11,6.068965517241379,-0.068965517241379
17802.0,0.9565333127779767,0.9298949940600331,0.026638318717943643,1,1,46,0.029336734693877552,1,0,17,29,7,11,6.448275862068965,0.5517241379310347
17550.0,0.05461061030536141,0.02847604837883883,0.026134561926522578,1,0,47,0.029974489795918366,0,0,18,29,7,11,6.827586206896552,0.1724137931034484
12383.0,0.059629764219355355,0.03379290372711661,0.025836860492238746,0,0,48,0.030612244897959183,0,0,18,30,7,11,6.6,0.40000000000000036
12455.0,0.9527283369217038,0.9271266428051596,0.025601694116544227,1,1,49,0.03125,1,0,19,30,8,11,6.966666666666667,1.0333333333333332
15491.0,0.11463341216584945,0.08972436691435909,0.02490904525149036,1,0,50,0.03188775510204082,0,0,20,30,8,11,7.333333333333333,0.666666666666667
15299.0,0.9617072205388947,0.9374937011473993,0.02421351939149541,0,1,51,0.032525510204081634,0,1,20,31,8,12,7.741935483870968,0.25806451612903203
17440.0,0.060324771167799225,0.03616429490800208,0.024160476259797142,0,0,52,0.03316326530612245,0,0,20,32,8,12,7.5,0.5
13562.0,0.9551219743292616,0.9309751102259582,0.024146864103303356,0,1,53,0.03380102040816327,0,1,20,33,8,13,7.878787878787879,0.1212121212121211
13492.0,0.07854471543227427,0.05440867311169992,0.024136042320574355,0,0,54,0.03443877551020408,0,0,20,34,8,13,7.647058823529412,0.35294117647058787
17268.0,0.08276006257453199,0.05912620439781807,0.023633858176713915,0,0,55,0.035076530612244895,0,0,20,35,8,13,7.428571428571429,0.5714285714285712
17282.0,0.08682796717445372,0.06348446869422007,0.02334349848023365,0,0,56,0.03571428571428571,0,0,20,36,8,13,7.222222222222222,0.7777777777777777
15222.0,0.03431344339622642,0.010980895617102311,0.023332547779124108,0,0,57,0.03635204081632653,0,0,20,37,8,13,7.027027027027027,0.9729729729729728
17704.0,0.07435074313592642,0.051085284588511116,0.023265458547415303,0,0,58,0.036989795918367346,0,0,20,38,8,13,6.842105263157895,1.1578947368421053
14867.0,0.081985062574532,0.0591683792062252,0.022816683368306806,0,0,59,0.03762755102040816,0,0,20,39,8,13,6.666666666666667,1.333333333333333
12875.0,0.056443532626873766,0.033804014838227724,0.022639517788646042,1,0,60,0.03826530612244898,0,0,21,39,8,13,7.0,1.0
15456.0,0.051210610305361406,0.028681898894827904,0.022528711410533503,1,0,61,0.0389030612244898,0,0,22,39,8,13,7.333333333333333,0.666666666666667
17969.0,0.07970728479675421,0.05744912897596419,0.02225815582079002,0,0,62,0.039540816326530615,0,0,22,40,8,13,7.15,0.8499999999999996
12412.0,0.9684324718509187,0.9464486824485667,0.021983789402352016,1,1,63,0.04017857142857143,1,0,23,40,9,13,7.475,1.5250000000000004
15077.0,0.03434454201470693,0.012607914517061912,0.021736627497645017,0,0,64,0.04081632653061224,0,0,23,41,9,13,7.2926829268292686,1.7073170731707314
13376.0,0.07464294324402665,0.05362728783031463,0.021015655413712017,1,0,65,0.04145408163265306,0,0,24,41,9,13,7.609756097560975,1.3902439024390247
14573.0,0.08297117368564312,0.06212914773526684,0.020842025950376278,0,0,66,0.042091836734693876,0,0,24,42,9,13,7.428571428571429,1.5714285714285712
14283.0,0.021436072127733404,0.0013900683495610853,0.020046003778172318,0,0,67,0.04272959183673469,0,0,24,43,9,13,7.255813953488372,1.7441860465116283
13373.0,0.9637139772956514,0.9437427186502694,0.019971258645382073,1,1,68,0.04336734693877551,1,0,25,43,10,13,7.558139534883721,2.441860465116279
14231.0,0.05520844607655863,0.035819328804588796,0.019389117271969833,0,0,69,0.04400510204081633,0,0,25,44,10,13,7.386363636363637,2.6136363636363633
14865.0,0.97,0.950733617131063,0.019266382868937004,0,1,70,0.044642857142857144,0,1,25,45,10,14,7.777777777777778,2.2222222222222223
14885.0,0.09762479397621293,0.07911032675436182,0.018514467221851114,0,0,71,0.04528061224489796,0,0,25,46,10,14,7.608695652173913,2.391304347826087
17822.0,0.027088486880776336,0.008823529055152525,0.01826495782562381,1,0,72,0.04591836734693878,0,0,26,46,10,14,7.913043478260869,2.086956521739131
16768.0,0.996231961914745,0.9782064636752136,0.018025498239531368,0,1,73,0.046556122448979595,0,1,26,47,10,15,8.297872340425531,1.7021276595744688
16772.0,0.028884520789456185,0.010898527336103811,0.017985993453352375,0,0,74,0.047193877551020405,0,0,26,48,10,15,8.125,1.875
17740.0,0.02165753571316758,0.003799384566703371,0.017858151146464208,0,0,75,0.04783163265306122,0,0,26,49,10,15,7.959183673469388,2.040816326530612
14256.0,0.026583379025668482,0.008834640166263638,0.017748738859404846,0,0,76,0.04846938775510204,0,0,26,50,10,15,7.8,2.2
14934.0,0.9628022096898967,0.9452457878513515,0.017556421838545222,0,1,77,0.049107142857142856,0,1,26,51,10,16,8.156862745098039,1.8431372549019613
14130.0,0.027592315334590885,0.010073578549149193,0.01751873678544169,0,0,78,0.04974489795918367,0,0,26,52,10,16,8.0,2.0
16583.0,0.02153910321396335,0.004205906376590836,0.017333196837372514,0,0,79,0.05038265306122449,0,0,26,53,10,16,7.849056603773585,2.150943396226415
13414.0,0.09355151946996632,0.07633628931075055,0.017215230159215764,0,0,80,0.05102040816326531,0,0,26,54,10,16,7.703703703703703,2.2962962962962967
15276.0,0.893914400205241,0.8768080149307818,0.01710638527445929,1,1,81,0.051658163265306124,1,0,27,54,11,16,8.0,3.0
14245.0,0.03159454201470693,0.014518174648534754,0.017076367366172178,0,0,82,0.05229591836734694,0,0,27,55,11,16,7.8545454545454545,3.1454545454545455
14339.0,0.020630012304872443,0.003727764300088104,0.016902248004784338,1,0,83,0.05293367346938776,0,0,28,55,11,16,8.145454545454545,2.8545454545454554
13037.0,0.09663326684664153,0.08001908964056957,0.01661417720607196,0,0,84,0.05357142857142857,0,0,28,56,11,16,8.0,3.0
17110.0,0.03145353929535537,0.014931540184635085,0.016521999110720283,1,0,85,0.054209183673469385,0,0,29,56,11,16,8.285714285714286,2.7142857142857135
14820.0,0.9975211357039186,0.9811979166666667,0.01632321903725198,0,1,86,0.0548469387755102,0,1,29,57,11,17,8.649122807017545,2.3508771929824555
15095.0,0.09593574614784782,0.07973629298330376,0.01619945316454406,0,0,87,0.05548469387755102,0,0,29,58,11,17,8.5,2.5
16382.0,0.02349760523164778,0.007310844321782144,0.016186760909865636,1,0,88,0.05612244897959184,0,0,30,58,11,17,8.793103448275861,2.206896551724139
12672.0,0.020097921037845943,0.0041076083553846544,0.01599031268246129,0,0,89,0.056760204081632654,0,0,30,59,11,17,8.64406779661017,2.3559322033898304
14727.0,0.02190167321762722,0.005986466823381636,0.015915206394245582,0,0,90,0.05739795918367347,0,0,30,60,11,17,8.5,2.5
16329.0,0.024877136195323654,0.009009243340866812,0.01586789285445684,1,0,91,0.05803571428571429,0,0,31,60,11,17,8.783333333333333,2.216666666666667
13663.0,0.049600191123605794,0.033804014838227724,0.01579617628537807,0,0,92,0.058673469387755105,0,0,31,61,11,17,8.639344262295081,2.360655737704919
13382.0,0.025682424656862116,0.009892327917981239,0.015790096738880877,1,0,93,0.05931122448979592,0,0,32,61,11,17,8.918032786885245,2.081967213114755
14267.0,0.06553513879666262,0.0497787711509156,0.01575636764574702,0,0,94,0.05994897959183673,0,0,32,62,11,17,8.774193548387096,2.225806451612904
14745.0,0.1078524424097018,0.09213885516336175,0.015713587246340047,1,0,95,0.06058673469387755,0,0,33,62,11,17,9.048387096774194,1.951612903225806
17339.0,0.07676775084249442,0.06130577539042769,0.015461975452066727,1,0,96,0.061224489795918366,0,0,34,62,11,17,9.32258064516129,1.67741935483871
14413.0,0.026042338310165752,0.010656409156236083,0.015385929153929669,1,0,97,0.06186224489795918,0,0,35,62,11,17,9.596774193548388,1.403225806451612
18013.0,0.023166666666666665,0.007851697238878061,0.015314969427788604,0,0,98,0.0625,0,0,35,63,11,17,9.444444444444445,1.5555555555555554
13541.0,0.020630012304872443,0.0053448031751914945,0.015285209129680948,1,0,99,0.06313775510204081,0,0,36,63,11,17,9.714285714285714,1.2857142857142865
15430.0,0.015825226147806792,0.0007923698748519069,0.015032856272954885,0,0,100,0.06377551020408163,0,0,36,64,11,17,9.5625,1.4375
18194.0,0.9533704668715696,0.938587726764994,0.014782740106575543,0,1,101,0.06441326530612244,0,1,36,65,11,18,9.96923076923077,1.0307692307692307
14101.0,0.9678295150629208,0.9533047524985547,0.014524762564366078,0,1,102,0.06505102040816327,0,1,36,66,11,19,10.363636363636363,0.6363636363636367
16092.0,0.05655042361214474,0.04203223035293707,0.014518193259207668,0,0,103,0.06568877551020408,0,0,36,67,11,19,10.208955223880597,0.7910447761194028
17967.0,0.02565294092545964,0.011290511377767796,0.014362429547691843,0,0,104,0.0663265306122449,0,0,36,68,11,19,10.058823529411764,0.9411764705882355
13837.0,0.0319947137063682,0.017899185663380467,0.014095528042987734,1,0,105,0.06696428571428571,0,0,37,68,11,19,10.338235294117647,0.6617647058823533
13539.0,0.9212862764607843,0.9072004267186696,0.014085849742114687,1,1,106,0.06760204081632654,1,0,38,68,12,19,10.617647058823529,1.382352941176471
13752.0,0.057419162093669845,0.04345067547488829,0.013968486618781556,0,0,107,0.06823979591836735,0,0,38,69,12,19,10.46376811594203,1.5362318840579707
14163.0,0.9635948277648438,0.9496781542612304,0.013916673503613475,1,1,108,0.06887755102040816,1,0,39,69,13,19,10.73913043478261,2.2608695652173907
16832.0,0.019751611301607862,0.006019615356530168,0.013731995945077693,1,0,109,0.06951530612244898,0,0,40,69,13,19,11.014492753623188,1.9855072463768124
17468.0,0.9966382978723405,0.9829567614557473,0.013681536416593199,0,1,110,0.07015306122448979,0,1,40,70,13,20,11.428571428571429,1.5714285714285712
15596.0,0.10723383114158497,0.09368810504226831,0.01354572609931666,0,0,111,0.07079081632653061,0,0,40,71,13,20,11.267605633802816,1.732394366197184
13307.0,0.019826555168371247,0.006515207405904384,0.013311347762466862,0,0,112,0.07142857142857142,0,0,40,72,13,20,11.11111111111111,1.8888888888888893
13740.0,0.02019593817037563,0.007342576674200145,0.012853361496175485,0,0,113,0.07206632653061225,0,0,40,73,13,20,10.95890410958904,2.0410958904109595
16835.0,0.05859295018959778,0.04578198159671817,0.012810968592879612,0,0,114,0.07270408163265306,0,0,40,74,13,20,10.81081081081081,2.1891891891891895
16524.0,0.01880806274798765,0.006137187485534958,0.012670875262452693,0,0,115,0.07334183673469388,0,0,40,75,13,20,10.666666666666666,2.333333333333334
16774.0,0.9201195496354945,0.9074683088908634,0.012651240744631087,0,1,116,0.07397959183673469,0,1,40,76,13,21,11.052631578947368,1.9473684210526319
15402.0,0.055569053130774246,0.04323223035293707,0.012336822777837174,0,0,117,0.07461734693877552,0,0,40,77,13,21,10.909090909090908,2.0909090909090917
15815.0,0.9624348176267189,0.9501596219628822,0.012275195663836724,1,1,118,0.07525510204081633,1,0,41,77,14,21,11.181818181818182,2.8181818181818183
13908.0,0.9578173741047467,0.9456783924316018,0.012138981673144866,0,1,119,0.07589285714285714,0,1,41,78,14,22,11.564102564102564,2.435897435897436
13248.0,0.03372065311765734,0.021855222309216046,0.011865430808441293,1,0,120,0.07653061224489796,0,0,42,78,14,22,11.846153846153847,2.1538461538461533
16834.0,0.017293274645554142,0.005476645441447547,0.011816629204106595,0,0,121,0.07716836734693877,0,0,42,79,14,22,11.69620253164557,2.3037974683544302
16163.0,0.026470431325220783,0.014721859618764202,0.011748571706456582,0,0,122,0.0778061224489796,0,0,42,80,14,22,11.55,2.4499999999999993
15572.0,0.9984647138275772,0.9868000221163499,0.011664691711227304,0,1,123,0.0784438775510204,0,1,42,81,14,23,11.925925925925926,2.0740740740740744
14286.0,0.9957008891619888,0.9840741515501541,0.011626737611834748,0,1,124,0.07908163265306123,0,1,42,82,14,24,12.292682926829269,1.7073170731707314
15543.0,0.018497605231647785,0.006944710455648279,0.011552894775999505,0,0,125,0.07971938775510204,0,0,42,83,14,24,12.144578313253012,1.855421686746988
16872.0,0.9456577522294001,0.9341243383158482,0.011533413913551893,0,1,126,0.08035714285714286,0,1,42,84,14,25,12.5,1.5
12520.0,0.9610948277648439,0.9496781542612304,0.011416673503613528,1,1,127,0.08099489795918367,1,0,43,84,15,25,12.797619047619047,2.2023809523809526
15366.0,0.9511190314524974,0.9399151501693879,0.011203881283109562,0,1,128,0.08163265306122448,0,1,43,85,15,26,13.152941176470588,1.8470588235294123
14284.0,0.9876443789534215,0.9768873348873349,0.010757044066086574,0,1,129,0.08227040816326531,0,1,43,86,15,27,13.5,1.5
18011.0,0.020239738965382684,0.009548624756362431,0.010691114209020252,1,0,130,0.08290816326530612,0,0,44,86,15,27,13.813953488372093,1.1860465116279073
16619.0,0.019554584135066676,0.009009243340866812,0.010545340794199864,0,0,131,0.08354591836734694,0,0,44,87,15,27,13.655172413793103,1.3448275862068968
16500.0,0.998125,0.9876361696787148,0.010488830321285225,0,1,132,0.08418367346938775,0,1,44,88,15,28,14.0,1.0
13002.0,0.021042338310165755,0.010656409156236083,0.010385929153929671,0,0,133,0.08482142857142858,0,0,44,89,15,28,13.842696629213483,1.1573033707865168
17926.0,0.06131355171754894,0.051053466984882834,0.010260084732666104,0,0,134,0.08545918367346939,0,0,44,90,15,28,13.688888888888888,1.3111111111111118
13210.0,0.015416666666666667,0.005489423942394239,0.009927242724272428,1,0,135,0.08609693877551021,0,0,45,90,15,28,14.0,1.0
12433.0,0.9996875,0.9898215285549766,0.009865971445023325,0,1,136,0.08673469387755102,0,1,45,91,15,29,14.340659340659341,0.6593406593406588
13130.0,0.015,0.005148514851485149,0.00985148514851485,0,0,137,0.08737244897959184,0,0,45,92,15,29,14.184782608695652,0.8152173913043477
14682.0,0.028302129025668483,0.01865968107779837,0.009642447947870114,0,0,138,0.08801020408163265,0,0,45,93,15,29,14.03225806451613,0.9677419354838701
13805.0,0.9981564664968918,0.9885392076527654,0.009617258844126453,1,1,139,0.08864795918367346,1,0,46,93,16,29,14.344086021505376,1.655913978494624
12414.0,0.013851215796391743,0.004316781407613326,0.009534434388778417,0,0,140,0.08928571428571429,0,0,46,94,16,29,14.191489361702128,1.8085106382978715
15108.0,0.09289017096033993,0.08354010521726575,0.009350065743074176,0,0,141,0.0899234693877551,0,0,46,95,16,29,14.042105263157895,1.9578947368421051
15829.0,0.07315306328505176,0.06383511927039448,0.009317944014657284,0,0,142,0.09056122448979592,0,0,46,96,16,29,13.895833333333334,2.104166666666666
13473.0,0.9316282054386573,0.9225670177075351,0.009061187731122189,1,1,143,0.09119897959183673,1,0,47,96,17,29,14.197916666666666,2.802083333333334
13371.0,0.01421045402627161,0.005208814164202484,0.009001639862069127,1,0,144,0.09183673469387756,0,0,48,96,17,29,14.5,2.5
13635.0,0.9529187154272417,0.943935710606505,0.008983004820736662,0,1,145,0.09247448979591837,0,1,48,97,17,30,14.845360824742269,2.1546391752577314
14890.0,0.016178820444454796,0.007196506225824462,0.008982314218630334,0,0,146,0.09311224489795919,0,0,48,98,17,30,14.693877551020408,2.3061224489795915
15314.0,0.016178820444454796,0.007196506225824462,0.008982314218630334,1,0,147,0.09375,0,0,49,98,17,30,15.0,2.0
16437.0,0.014264587704512612,0.005291023007359143,0.008973564697153468,0,0,148,0.09438775510204081,0,0,49,99,17,30,14.848484848484848,2.1515151515151523
16331.0,0.027520879025668483,0.01865968107779837,0.008861197947870113,0,0,149,0.09502551020408163,0,0,49,100,17,30,14.7,2.3000000000000007
13649.0,0.027520879025668483,0.01865968107779837,0.008861197947870113,0,0,150,0.09566326530612244,0,0,49,101,17,30,14.554455445544555,2.445544554455445
14870.0,0.027520879025668483,0.01865968107779837,0.008861197947870113,0,0,151,0.09630102040816327,0,0,49,102,17,30,14.411764705882353,2.5882352941176467
15420.0,0.015601764480593314,0.0067506243530174835,0.00885114012757583,0,0,152,0.09693877551020408,0,0,49,103,17,30,14.271844660194175,2.7281553398058254
18202.0,0.02743814232960444,0.018639944811184653,0.008798197518419787,0,0,153,0.0975765306122449,0,0,49,104,17,30,14.134615384615385,2.865384615384615
15973.0,0.017400626400293953,0.00861784695446284,0.008782779445831113,0,0,154,0.09821428571428571,0,0,49,105,17,30,14.0,3.0
14937.0,0.9984421807826063,0.9899242187886892,0.008517961993917078,0,1,155,0.09885204081632654,0,1,49,106,17,31,14.330188679245284,2.6698113207547163
14649.0,0.9977942286523749,0.9893899603375311,0.008404268314843755,0,1,156,0.09948979591836735,0,1,49,107,17,32,14.654205607476635,2.3457943925233646
17940.0,0.9996875,0.9913661957597314,0.008321304240268557,0,1,157,0.10012755102040816,0,1,49,108,17,33,14.972222222222221,2.0277777777777786
12753.0,0.997663043478261,0.9894654776843644,0.008197565793896522,0,1,158,0.10076530612244898,0,1,49,109,17,34,15.284403669724771,1.715596330275229
13548.0,0.06381159533212939,0.05568371330666643,0.008127882025462961,0,0,159,0.10140306122448979,0,0,49,110,17,34,15.145454545454545,1.8545454545454554
14972.0,0.019404761904761904,0.011293404995811069,0.008111356908950835,1,0,160,0.10204081632653061,0,0,50,110,17,34,15.454545454545455,1.545454545454545
16166.0,0.012951400891325798,0.004842661722449357,0.00810873916887644,1,0,161,0.10267857142857142,0,0,51,110,17,34,15.763636363636364,1.2363636363636363
17789.0,0.017995420783564503,0.009995985614682195,0.007999435168882308,1,0,162,0.10331632653061225,0,0,52,110,17,34,16.072727272727274,0.9272727272727259
12369.0,0.019759474094244577,0.011807074344650819,0.007952399749593757,1,0,163,0.10395408163265306,0,0,53,110,17,34,16.381818181818183,0.6181818181818173
18136.0,0.9367164100898249,0.9287929037271168,0.00792350636270811,0,1,164,0.10459183673469388,0,1,53,111,17,35,16.71171171171171,0.2882882882882889
15135.0,0.013808062747987652,0.005895555171101835,0.007912507576885816,0,0,165,0.10522959183673469,0,0,53,112,17,35,16.5625,0.4375
17580.0,0.01706284261814204,0.009163260886462042,0.007899581731679997,0,0,166,0.10586734693877552,0,0,53,113,17,35,16.41592920353982,0.5840707964601783
13139.0,0.9957008891619888,0.9878334062893943,0.007867482872594533,1,1,167,0.10650510204081633,1,0,54,113,18,35,16.72566371681416,1.2743362831858391
12426.0,0.011843382268242407,0.004091598046986367,0.00775178422125604,0,0,168,0.10714285714285714,0,0,54,114,18,35,16.57894736842105,1.4210526315789487
16089.0,0.009404761904761905,0.0016964875337446082,0.007708274371017297,1,0,169,0.10778061224489796,0,0,55,114,18,35,16.885964912280702,1.114035087719298
14215.0,0.99709746165126,0.9893899603375311,0.007707501313728882,0,1,170,0.10841836734693877,0,1,55,115,18,36,17.217391304347824,0.7826086956521756
14496.0,0.02241468817037563,0.014883391395258688,0.007531296775116941,0,0,171,0.1090561224489796,0,0,55,116,18,36,17.06896551724138,0.9310344827586192
12967.0,0.01817150565242998,0.010656554472918238,0.007514951179511741,0,0,172,0.1096938775510204,0,0,55,117,18,36,16.923076923076923,1.0769230769230766
12805.0,0.013482205302381249,0.005969317667755132,0.0075128876346261175,0,0,173,0.11033163265306123,0,0,55,118,18,36,16.779661016949152,1.2203389830508478
16529.0,0.026702982607442367,0.01921511154673502,0.007487871060707349,0,0,174,0.11096938775510204,0,0,55,119,18,36,16.638655462184875,1.3613445378151248
16358.0,0.9978729364314519,0.9904284729109556,0.007444463520496325,0,1,175,0.11160714285714286,0,1,55,120,18,37,16.958333333333332,1.0416666666666679
17690.0,0.9972649960333784,0.9899256406033163,0.007339355430062033,0,1,176,0.11224489795918367,0,1,55,121,18,38,17.272727272727273,0.7272727272727266
16468.0,0.9342967558855385,0.9269706591194742,0.007326096766064327,1,1,177,0.11288265306122448,1,0,56,121,19,38,17.58677685950413,1.4132231404958695
12405.0,0.009548484848484848,0.0022526737967914438,0.007295811051693404,0,0,178,0.11352040816326531,0,0,56,122,19,38,17.442622950819672,1.557377049180328
13786.0,0.019756542701437615,0.01249170088860547,0.007264841812832145,1,0,179,0.11415816326530612,0,0,57,122,19,38,17.75409836065574,1.245901639344261
16986.0,0.9879184302962769,0.980677229020979,0.007241201275297926,0,1,180,0.11479591836734694,0,1,57,123,19,39,18.073170731707318,0.926829268292682
13443.0,0.00951241112561496,0.0023339576863508175,0.007178453439264142,0,0,181,0.11543367346938775,0,0,57,124,19,39,17.927419354838708,1.0725806451612918
12840.0,0.08498577371494619,0.07782026109273414,0.007165512622212045,0,0,182,0.11607142857142858,0,0,57,125,19,39,17.784,1.216000000000001
12880.0,0.00912394233957289,0.00196818638847765,0.0071557559510952405,0,0,183,0.11670918367346939,0,0,57,126,19,39,17.642857142857142,1.3571428571428577
13485.0,0.04618123412097631,0.03923434930858815,0.006946884812388157,1,0,184,0.11734693877551021,0,0,58,126,19,39,17.952380952380953,1.0476190476190474
12560.0,0.9981564664968918,0.9912356731001435,0.006920793396748337,0,1,185,0.11798469387755102,0,1,58,127,19,40,18.26771653543307,0.7322834645669296
15723.0,0.009866820686996635,0.0030887112321747296,0.006778109454821905,0,0,186,0.11862244897959184,0,0,58,128,19,40,18.125,0.875
13384.0,0.9970522687606511,0.9902827154776981,0.006769553282953034,1,1,187,0.11926020408163265,1,0,59,128,20,40,18.4375,1.5625
