Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
12419.0,386,2,274.31,2,2,2,6,Others
12420.0,64,1,410.54,3,1,2,6,Others
12421.0,16,6,829.0,5,4,3,12,Champions
12422.0,96,12,3406.55,3,5,5,13,Loyal Customers
12423.0,1,10,2202.69,5,5,4,14,Champions
12424.0,163,4,3228.33,3,3,5,11,Loyal Customers
12425.0,78,2,1683.01,3,2,4,9,Others
12426.0,195,2,1104.76,2,2,4,8,Others
12427.0,22,3,606.4,4,3,3,10,Loyal Customers
12428.0,26,8,5203.81,4,4,5,13,Champions
12429.0,9,8,5986.01,5,4,5,14,Champions
12430.0,43,1,168.6,4,1,1,6,Potential Loyalist
12431.0,36,25,9381.92,4,5,5,14,Champions
12432.0,43,4,3247.7200000000003,4,3,5,12,Loyal Customers
12433.0,1,10,19775.96,5,5,5,15,Champions
12434.0,85,3,864.48,3,3,3,9,Loyal Customers
12435.0,80,6,8465.98,3,4,5,12,Loyal Customers
12436.0,100,1,429.01000000000005,3,1,2,6,Others
12437.0,2,38,9623.8,5,5,5,15,Champions
12438.0,14,2,1793.8,5,2,4,11,Potential Loyalist
12439.0,683,2,1063.58,1,2,4,7,Lost
12440.0,462,2,619.9,1,2,3,6,Lost
12441.0,367,1,311.1,2,1,2,5,Others
12442.0,3,1,144.06,5,1,1,7,Potential Loyalist
12443.0,732,1,232.86,1,1,1,3,Lost
12444.0,21,5,2382.56,4,4,4,12,Champions
12445.0,22,2,378.98,4,2,2,8,Potential Loyalist
12446.0,58,1,734.36,4,1,3,8,Potential Loyalist
12447.0,243,1,379.78999999999996,2,1,2,5,Others
12448.0,44,1,283.95,4,1,2,7,Potential Loyalist
12449.0,22,5,3412.44,4,4,5,13,Champions
12450.0,156,5,645.7,3,4,3,10,Loyal Customers
12451.0,11,8,11562.33,5,4,5,14,Champions
12452.0,17,1,287.67,5,1,2,8,Potential Loyalist
12453.0,134,1,707.09,3,1,3,7,Others
12454.0,56,4,14600.08,4,3,5,12,Loyal Customers
12455.0,73,9,4673.45,3,5,5,13,Loyal Customers
12456.0,44,3,2004.84,4,3,4,11,Loyal Customers
12457.0,66,7,2083.11,3,4,4,11,Loyal Customers
12458.0,71,4,1405.74,3,3,4,10,Loyal Customers
12459.0,605,1,363.51,1,1,2,4,Lost
12460.0,456,1,236.95,1,1,1,3,Lost
12461.0,155,1,419.08,3,1,2,6,Others
12462.0,19,2,695.24,5,2,3,10,Potential Loyalist
12463.0,53,4,1155.38,4,3,4,11,Loyal Customers
12464.0,150,4,76.5,3,3,1,7,Loyal Customers
12465.0,17,2,662.29,5,2,3,10,Potential Loyalist
12467.0,423,1,132.8,1,1,1,3,Lost
12468.0,188,5,3004.91,2,4,5,11,At Risk
12469.0,523,2,2962.24,1,2,5,8,Lost
12470.0,690,1,183.25,1,1,1,3,Lost
12471.0,2,70,25340.9,5,5,5,15,Champions
12472.0,32,19,15466.39,4,5,5,14,Champions
12473.0,54,3,2462.73,4,3,4,11,Loyal Customers
12474.0,17,29,10496.0,5,5,5,15,Champions
12475.0,54,2,981.04,4,2,3,9,Potential Loyalist
12476.0,16,16,9704.16,5,5,5,15,Champions
12477.0,23,9,15375.51,4,5,5,14,Champions
12478.0,4,1,479.59000000000003,5,1,2,8,Potential Loyalist
12479.0,11,1,426.35,5,1,2,8,Potential Loyalist
12480.0,28,7,4472.9,4,4,5,13,Champions
12481.0,23,14,10071.39,4,5,5,14,Champions
12482.0,576,27,21758.12,1,5,5,11,At Risk
12483.0,17,19,4046.6800000000003,5,5,5,15,Champions
12484.0,35,9,4910.15,4,5,5,14,Champions
12485.0,529,1,618.6,1,1,3,5,Lost
12486.0,432,1,829.6800000000001,1,1,3,5,Lost
12487.0,731,1,285.29999999999995,1,1,2,4,Lost
12488.0,10,3,1011.5600000000001,5,3,3,11,Loyal Customers
12489.0,336,1,191.43,2,1,1,4,Others
12490.0,5,20,8385.54,5,5,5,15,Champions
12491.0,39,1,397.55,4,1,2,7,Potential Loyalist
12492.0,63,3,543.36,3,3,3,9,Loyal Customers
12493.0,166,2,362.79,3,2,2,7,Others
12494.0,16,9,1415.77,5,5,4,14,Champions
12495.0,641,1,243.4,1,1,2,4,Lost
12496.0,620,2,54.09,1,2,1,4,Lost
12497.0,82,3,5996.5,3,3,5,11,Loyal Customers
12498.0,21,3,349.70000000000005,4,3,2,9,Loyal Customers
12499.0,560,1,340.72,1,1,2,4,Lost
12500.0,23,18,4851.96,4,5,5,14,Champions
12501.0,337,1,1895.94,2,1,4,7,Others
12502.0,96,5,1552.1200000000001,3,4,4,11,Loyal Customers
12503.0,584,1,896.0,1,1,3,5,Lost
12504.0,30,3,321.0,4,3,2,9,Loyal Customers
12505.0,409,1,583.8,2,1,3,6,Others
12506.0,233,1,57.6,2,1,1,4,Others
12507.0,134,4,1420.16,3,3,4,10,Loyal Customers
12508.0,26,2,398.27,4,2,2,8,Potential Loyalist
12509.0,284,1,124.5,2,1,1,4,Others
12510.0,143,7,2830.13,3,4,5,12,Loyal Customers
12511.0,429,1,2669.27,1,1,5,7,Lost
12512.0,66,2,130.07999999999998,3,2,1,6,Others
12513.0,113,1,520.04,3,1,2,6,Others
12514.0,267,2,1257.88,2,2,4,8,Others
12515.0,353,1,190.8,2,1,1,4,Others
12516.0,78,4,2288.62,3,3,4,10,Loyal Customers
12517.0,28,4,2198.09,4,3,4,11,Loyal Customers
12518.0,1,5,1750.09,5,4,4,13,Champions
12519.0,64,2,586.64,3,2,3,8,Others
12520.0,79,5,2061.56,3,4,4,11,Loyal Customers
12521.0,143,1,499.03,3,1,2,6,Others
12522.0,39,2,156.72,4,2,1,7,Potential Loyalist
12523.0,19,23,3330.3,5,5,5,15,Champions
12524.0,9,17,9488.56,5,5,5,15,Champions
12525.0,498,3,798.1800000000001,1,3,3,7,Others
12526.0,1,3,1074.46,5,3,4,12,Loyal Customers
12527.0,82,4,581.51,3,3,3,9,Loyal Customers
12528.0,9,6,1121.63,5,4,4,13,Champions
12529.0,528,1,280.68,1,1,2,4,Lost
12530.0,60,9,3141.21,3,5,5,13,Loyal Customers
12531.0,15,2,1648.3,5,2,4,11,Potential Loyalist
12532.0,30,1,297.33000000000004,4,1,2,7,Potential Loyalist
12533.0,628,2,1100.89,1,2,4,7,Lost
12534.0,131,1,828.73,3,1,3,7,Others
12535.0,92,2,577.85,3,2,3,8,Others
12536.0,59,1,3767.61,4,1,5,10,Potential Loyalist
12537.0,409,1,602.99,2,1,3,6,Others
12538.0,29,2,500.4,4,2,2,8,Potential Loyalist
12539.0,22,7,8271.7,4,4,5,13,Champions
12540.0,20,32,15465.39,4,5,5,14,Champions
12541.0,30,3,751.98,4,3,3,10,Loyal Customers
12542.0,484,2,399.93,1,2,2,5,Lost
12543.0,448,1,802.0,1,1,3,5,Lost
12544.0,36,1,284.9,4,1,2,7,Potential Loyalist
12545.0,75,2,712.84,3,2,3,8,Others
12546.0,47,2,981.1,4,2,3,9,Potential Loyalist
12547.0,198,3,299.58,2,3,2,7,Others
12548.0,166,1,67.19999999999999,3,1,1,5,Others
12549.0,576,6,1575.68,1,4,4,9,At Risk
12550.0,79,1,748.88,3,1,3,7,Others
12551.0,358,1,168.0,2,1,1,4,Others
12552.0,40,1,165.47,4,1,1,6,Potential Loyalist
12553.0,8,12,3728.65,5,5,5,15,Champions
12554.0,449,1,347.6,1,1,2,4,Lost
12556.0,50,2,517.81,4,2,2,8,Potential Loyalist
12557.0,16,8,18716.14,5,4,5,14,Champions
12558.0,8,1,269.96,5,1,2,8,Potential Loyalist
12559.0,311,2,483.21000000000004,2,2,2,6,Others
12560.0,5,2,1786.96,5,2,4,11,Potential Loyalist
12561.0,303,1,207.05,2,1,1,4,Others
12562.0,8,9,3768.7200000000003,5,5,5,15,Champions
12563.0,409,1,221.24,2,1,1,4,Others
12564.0,261,1,336.15,2,1,2,5,Others
12565.0,289,1,145.92,2,1,1,4,Others
12566.0,86,1,240.85,3,1,2,6,Others
12567.0,23,15,9750.86,4,5,5,14,Champions
12568.0,645,1,30.7,1,1,1,3,Lost
12569.0,2,28,2777.29,5,5,5,15,Champions
12571.0,40,2,519.61,4,2,2,8,Potential Loyalist
12572.0,9,2,703.07,5,2,3,10,Potential Loyalist
12573.0,227,5,699.51,2,4,3,9,At Risk
12574.0,316,1,162.55,2,1,1,4,Others
12575.0,457,2,539.0699999999999,1,2,3,6,Lost
12576.0,36,8,1980.97,4,4,4,12,Champions
12577.0,35,8,1549.6,4,4,4,12,Champions
12578.0,21,4,3890.3,4,3,5,12,Loyal Customers
12579.0,78,1,329.12,3,1,2,6,Others
12580.0,247,2,962.9,2,2,3,7,Others
12581.0,40,1,169.76,4,1,1,6,Potential Loyalist
12582.0,239,4,1387.25,2,3,4,9,Others
12583.0,3,27,12756.69,5,5,5,15,Champions
12584.0,4,8,1100.6000000000001,5,4,4,13,Champions
12585.0,234,2,1459.35,2,2,4,8,Others
12586.0,17,4,1455.52,5,3,4,12,Loyal Customers
12587.0,8,1,104.0,5,1,1,7,Potential Loyalist
12588.0,39,3,479.73,4,3,2,9,Loyal Customers
12589.0,29,6,2595.41,4,4,5,13,Champions
12590.0,211,1,9065.86,2,1,5,8,Others
12591.0,317,3,955.85,2,3,3,8,Others
12592.0,92,4,1315.6399999999999,3,3,4,10,Loyal Customers
12593.0,109,3,382.09999999999997,3,3,2,8,Loyal Customers
12594.0,38,14,4755.860000000001,4,5,5,14,Champions
12595.0,505,1,261.12,1,1,2,4,Lost
12596.0,51,2,397.46999999999997,4,2,2,8,Potential Loyalist
12597.0,19,4,2708.47,5,3,5,13,Loyal Customers
12598.0,10,10,3748.59,5,5,5,15,Champions
12599.0,29,13,1962.82,4,5,4,13,Champions
12600.0,29,21,4379.02,4,5,5,14,Champions
12601.0,190,6,507.41,2,4,2,8,At Risk
12602.0,59,1,129.22,4,1,1,6,Potential Loyalist
12603.0,22,1,0.0,4,1,1,6,Potential Loyalist
12604.0,79,2,236.18,3,2,1,6,Others
12605.0,376,3,1117.0,2,3,4,9,Others
12607.0,60,1,1513.66,3,1,4,8,Others
12608.0,405,1,415.79,2,1,2,5,Others
12609.0,78,9,2642.81,3,5,5,13,Loyal Customers
12610.0,23,4,1479.6399999999999,4,3,4,11,Loyal Customers
12611.0,52,1,1068.52,4,1,4,9,Potential Loyalist
12612.0,74,1,668.0400000000001,3,1,3,7,Others
12613.0,57,9,5985.67,4,5,5,14,Champions
12614.0,278,1,218.15,2,1,1,4,Others
12615.0,2,8,4739.13,5,4,5,14,Champions
12616.0,95,3,712.9,3,3,3,9,Loyal Customers
12617.0,29,1,335.63,4,1,2,7,Potential Loyalist
12618.0,22,1,121.41,4,1,1,6,Potential Loyalist
12619.0,16,9,2877.05,5,5,5,15,Champions
12620.0,15,3,1253.66,5,3,4,12,Loyal Customers
12621.0,2,35,19820.16,5,5,5,15,Champions
12622.0,232,1,123.85,2,1,1,4,Others
12623.0,276,7,3248.94,2,4,5,11,At Risk
12624.0,106,2,492.78,3,2,2,7,Others
12625.0,212,4,4202.9800000000005,2,3,5,10,Others
12626.0,23,9,5319.93,4,5,5,14,Champions
12627.0,11,6,3847.78,5,4,5,14,Champions
12628.0,4,3,715.46,5,3,3,11,Loyal Customers
12629.0,386,2,808.52,2,2,3,7,Others
12630.0,10,2,905.08,5,2,3,10,Potential Loyalist
12631.0,57,6,2891.67,4,4,5,13,Champions
12632.0,521,2,714.88,1,2,3,6,Lost
12633.0,59,7,4784.01,4,4,5,13,Champions
12634.0,548,1,360.0,1,1,2,4,Lost
12635.0,90,4,2418.56,3,3,4,10,Loyal Customers
12637.0,67,12,7256.01,3,5,5,13,Loyal Customers
12638.0,33,2,604.99,4,2,3,9,Potential Loyalist
12639.0,239,3,994.67,2,3,3,8,Others
12640.0,24,3,609.53,4,3,3,10,Loyal Customers
12641.0,115,1,128.9,3,1,1,5,Others
12642.0,25,3,851.41,4,3,3,10,Loyal Customers
12643.0,128,11,7851.42,3,5,5,13,Loyal Customers
12644.0,130,4,1708.19,3,3,4,10,Loyal Customers
12645.0,34,8,3215.3,4,4,5,13,Champions
12646.0,5,2,1268.92,5,2,4,11,Potential Loyalist
12647.0,22,35,13046.8,4,5,5,14,Champions
12648.0,155,4,875.95,3,3,3,9,Loyal Customers
12649.0,107,8,2006.95,3,4,4,11,Loyal Customers
12650.0,3,1,242.44000000000003,5,1,2,8,Potential Loyalist
12651.0,335,4,377.75,2,3,2,7,Others
12652.0,331,2,797.53,2,2,3,7,Others
12653.0,149,3,2880.13,3,3,5,11,Loyal Customers
12654.0,11,5,499.33,5,4,2,11,Champions
12655.0,424,1,181.70000000000002,1,1,1,3,Lost
12656.0,17,8,4943.18,5,4,5,14,Champions
12657.0,11,3,969.08,5,3,3,11,Loyal Customers
12658.0,19,1,535.4,5,1,3,9,Potential Loyalist
12659.0,30,1,73.68,4,1,1,6,Potential Loyalist
12660.0,11,1,227.1,5,1,1,7,Potential Loyalist
12661.0,436,1,162.0,1,1,1,3,Lost
12662.0,1,20,5958.82,5,5,5,15,Champions
12663.0,625,2,185.4,1,2,1,4,Lost
12664.0,8,11,5420.04,5,5,5,15,Champions
12665.0,325,3,259.6,2,3,2,7,Others
12666.0,394,1,939.12,2,1,3,6,Others
12667.0,58,1,410.23,4,1,2,7,Potential Loyalist
12668.0,12,9,8968.43,5,5,5,15,Champions
12669.0,151,2,1327.48,3,2,4,9,Others
12670.0,10,7,2886.19,5,4,5,14,Champions
12671.0,606,1,2362.781,1,1,4,6,Lost
12672.0,330,2,333.5,2,2,2,6,Others
12673.0,5,3,1036.6200000000001,5,3,3,11,Loyal Customers
12674.0,39,4,1559.6000000000001,4,3,4,11,Loyal Customers
12675.0,578,1,615.2,1,1,3,5,Lost
12676.0,25,10,2333.09,4,5,4,13,Champions
12677.0,555,2,279.6,1,2,2,5,Lost
12678.0,42,15,31682.88,4,5,5,14,Champions
12679.0,59,4,868.82,4,3,3,10,Loyal Customers
12680.0,1,4,751.01,5,3,3,11,Loyal Customers
12681.0,15,44,25306.579999999998,5,5,5,15,Champions
12682.0,4,51,19049.96,5,5,5,15,Champions
12683.0,4,20,9921.78,5,5,5,15,Champions
12684.0,8,6,2056.63,5,4,4,13,Champions
12685.0,28,6,2451.33,4,4,4,12,Champions
12686.0,372,1,142.28,2,1,1,4,Others
12687.0,481,1,1800.41,1,1,4,6,Lost
12688.0,114,1,3984.96,3,1,5,9,Others
12689.0,26,2,1020.21,4,2,3,9,Potential Loyalist
12690.0,206,1,265.11,2,1,2,5,Others
12691.0,28,6,995.6,4,4,3,11,Champions
12692.0,637,1,103.0,1,1,1,3,Lost
12693.0,127,6,961.62,3,4,3,10,Loyal Customers
12694.0,70,3,1340.85,3,3,4,10,Loyal Customers
12695.0,7,7,1014.6700000000001,5,4,3,12,Champions
12696.0,435,2,716.01,1,2,3,6,Lost
12697.0,29,3,757.59,4,3,3,10,Loyal Customers
12698.0,590,1,218.45,1,1,1,3,Lost
12699.0,418,1,517.26,1,1,2,4,Lost
12700.0,8,4,4141.74,5,3,5,13,Loyal Customers
12701.0,80,6,2150.91,3,4,4,11,Loyal Customers
12702.0,20,1,201.0,4,1,1,6,Potential Loyalist
12703.0,71,4,877.63,3,3,3,9,Loyal Customers
12704.0,7,8,1507.1399999999999,5,4,4,13,Champions
12705.0,15,13,10178.2,5,5,5,15,Champions
12707.0,292,1,417.52000000000004,2,1,2,5,Others
12708.0,30,18,4213.1,4,5,5,14,Champions
12709.0,15,31,21337.81,5,5,5,15,Champions
12710.0,97,3,933.22,3,3,3,9,Loyal Customers
12711.0,612,2,1213.05,1,2,4,7,Lost
12712.0,29,21,4843.91,4,5,5,14,Champions
12713.0,1,1,722.85,5,1,3,9,Potential Loyalist
12714.0,9,12,11747.41,5,5,5,15,Champions
12715.0,106,1,273.86,3,1,2,6,Others
12716.0,4,2,926.59,5,2,3,10,Potential Loyalist
12717.0,151,3,1001.96,3,3,3,9,Loyal Customers
12718.0,71,1,182.35,3,1,1,5,Others
12719.0,5,2,498.55,5,2,2,9,Potential Loyalist
12720.0,3,29,6727.97,5,5,5,15,Champions
12721.0,32,8,3212.08,4,4,5,13,Champions
12722.0,115,2,807.7,3,2,3,8,Others
12723.0,4,4,594.37,5,3,3,11,Loyal Customers
12724.0,5,7,2001.97,5,4,4,13,Champions
12725.0,371,3,2057.06,2,3,4,9,Others
12726.0,28,11,3674.7,4,5,5,14,Champions
12727.0,11,10,3816.23,5,5,5,15,Champions
12728.0,71,5,777.72,3,4,3,10,Loyal Customers
12729.0,114,1,360.71000000000004,3,1,2,6,Others
12730.0,522,1,583.4,1,1,3,5,Lost
12731.0,24,17,21854.91,4,5,5,14,Champions
12732.0,180,1,218.26000000000002,3,1,1,5,Others
12733.0,234,4,1764.72,2,3,4,9,Others
12734.0,353,3,586.65,2,3,3,8,Others
12735.0,315,2,375.07,2,2,2,6,Others
12736.0,333,1,144.0,2,1,1,4,Others
12738.0,372,1,220.8,2,1,1,4,Others
12739.0,99,2,1246.33,3,2,4,9,Others
12740.0,64,1,378.8,3,1,2,6,Others
12741.0,533,1,236.07,1,1,1,3,Lost
12742.0,626,1,1201.52,1,1,4,6,Lost
12743.0,134,2,425.23,3,2,2,7,Others
12744.0,56,8,11013.41,4,4,5,13,Champions
12745.0,487,2,616.05,1,2,3,6,Lost
12746.0,541,1,238.65,1,1,2,4,Lost
12747.0,2,26,7720.69,5,5,5,15,Champions
12748.0,1,314,46419.13,5,5,5,15,Champions
12749.0,4,9,4240.71,5,5,5,15,Champions
12750.0,129,1,184.98,3,1,1,5,Others
12751.0,445,1,268.27,1,1,2,4,Lost
12752.0,81,1,3851.08,3,1,5,9,Others
12753.0,23,6,20408.49,4,4,5,13,Champions
12754.0,236,3,3010.74,2,3,5,10,Others
12755.0,281,11,9020.71,2,5,5,12,At Risk
12756.0,87,1,112.07999999999998,3,1,1,5,Others
12757.0,16,8,3966.3,5,4,5,14,Champions
12758.0,117,7,9102.34,3,4,5,12,Loyal Customers
12759.0,52,8,4318.39,4,4,5,13,Champions
12760.0,456,1,317.8,1,1,2,4,Lost
12761.0,465,1,559.95,1,1,3,5,Lost
12762.0,8,2,1686.02,5,2,4,11,Potential Loyalist
12763.0,138,2,814.16,3,2,3,8,Others
12764.0,317,1,952.88,2,1,3,6,Others
12765.0,472,6,1265.58,1,4,4,9,At Risk
12766.0,4,9,8362.73,5,5,5,15,Champions
12767.0,376,1,949.82,2,1,3,6,Others
12768.0,451,1,168.69000000000003,1,1,1,3,Lost
12769.0,239,1,869.4,2,1,3,6,Others
12770.0,211,2,2440.4,2,2,4,8,Others
12771.0,486,1,169.5,1,1,1,3,Lost
12772.0,60,1,615.3199999999999,3,1,3,7,Others
12773.0,564,1,116.3,1,1,1,3,Lost
12774.0,536,1,83.7,1,1,1,3,Lost
12775.0,17,7,1387.82,5,4,4,13,Champions
12776.0,668,1,27.5,1,1,1,3,Lost
12777.0,458,1,464.7,1,1,2,4,Lost
12778.0,20,9,1449.53,4,5,4,13,Champions
12779.0,38,14,5609.22,4,5,5,14,Champions
12780.0,599,1,282.6,1,1,2,4,Lost
12781.0,64,2,786.74,3,2,3,8,Others
12782.0,5,11,3700.09,5,5,5,15,Champions
12783.0,2,4,1025.22,5,3,3,11,Loyal Customers
12784.0,15,2,1342.65,5,2,4,11,Potential Loyalist
12785.0,364,3,739.65,2,3,3,8,Others
12786.0,610,1,668.5,1,1,3,5,Lost
12787.0,10,4,799.18,5,3,3,11,Loyal Customers
12788.0,463,4,384.9,1,3,2,6,Others
12789.0,513,2,148.5,1,2,1,4,Lost
12790.0,192,2,357.75,2,2,2,6,Others
12791.0,374,5,834.4300000000001,2,4,3,9,At Risk
12792.0,257,2,651.51,2,2,3,7,Others
12793.0,335,3,817.53,2,3,3,8,Others
12794.0,53,2,840.51,4,2,3,9,Potential Loyalist
12795.0,19,1,144.63,5,1,1,7,Potential Loyalist
12796.0,628,1,351.0,1,1,2,4,Lost
12797.0,366,2,641.5600000000001,2,2,3,7,Others
12798.0,10,4,8510.93,5,3,5,13,Loyal Customers
12799.0,529,1,202.4,1,1,1,3,Lost
12800.0,470,2,500.25,1,2,2,5,Lost
12801.0,501,1,736.67,1,1,3,5,Lost
12802.0,187,5,2115.52,3,4,4,11,Loyal Customers
12803.0,393,1,1017.81,2,1,3,6,Others
12804.0,466,2,289.21999999999997,1,2,2,5,Lost
12805.0,382,4,1165.15,2,3,4,9,Others
12806.0,572,2,2535.26,1,2,5,8,Lost
12807.0,383,1,176.6,2,1,1,4,Others
12808.0,37,5,823.15,4,4,3,11,Champions
12809.0,178,3,1116.44,3,3,4,10,Loyal Customers
12810.0,535,2,534.99,1,2,3,6,Lost
12811.0,262,4,875.0,2,3,3,8,Others
12812.0,45,1,229.64000000000001,4,1,1,6,Potential Loyalist
12813.0,502,3,1624.8,1,3,4,8,Others
12814.0,102,1,85.92,3,1,1,5,Others
12815.0,148,2,713.16,3,2,3,8,Others
12816.0,96,2,265.90000000000003,3,2,2,7,Others
12817.0,281,3,570.98,2,3,3,8,Others
12818.0,262,1,1062.48,2,1,4,7,Others
12819.0,458,1,455.52000000000004,1,1,2,4,Lost
12820.0,3,11,2446.37,5,5,4,14,Champions
12821.0,214,2,203.8,2,2,1,5,Others
12822.0,71,2,886.08,3,2,3,8,Others
12823.0,463,10,2829.5,1,5,5,11,At Risk
12824.0,60,1,316.42,3,1,2,6,Others
12825.0,521,2,260.28,1,2,2,5,Lost
12826.0,3,12,2929.9,5,5,5,15,Champions
12827.0,6,3,430.15000000000003,5,3,2,10,Loyal Customers
12828.0,3,6,961.96,5,4,3,12,Champions
12829.0,337,3,156.0,2,3,1,6,Others
12830.0,38,6,6814.64,4,4,5,13,Champions
12831.0,262,3,400.11,2,3,2,7,Others
12832.0,32,2,366.53,4,2,2,8,Potential Loyalist
12833.0,145,1,307.03000000000003,3,1,2,6,Others
12834.0,283,1,201.08,2,1,1,4,Others
12835.0,428,40,5206.21,1,5,5,11,At Risk
12836.0,59,15,4059.77,4,5,5,14,Champions
12837.0,173,2,439.21000000000004,3,2,2,7,Others
12838.0,34,10,2917.38,4,5,5,14,Champions
12839.0,3,25,9643.38,5,5,5,15,Champions
12840.0,144,7,3990.27,3,4,5,12,Loyal Customers
12841.0,5,40,7115.18,5,5,5,15,Champions
12842.0,70,4,1761.79,3,3,4,10,Loyal Customers
12843.0,160,26,5240.22,3,5,5,13,Loyal Customers
12844.0,29,4,558.02,4,3,3,10,Loyal Customers
12845.0,267,4,337.09,2,3,2,7,Others
12847.0,22,2,1604.5,4,2,4,10,Potential Loyalist
12848.0,676,1,154.3,1,1,1,3,Lost
12849.0,31,6,2715.61,4,4,5,13,Champions
12850.0,446,1,330.0,1,1,2,4,Lost
12851.0,97,2,218.98,3,2,1,6,Others
12852.0,295,1,264.15000000000003,2,1,2,5,Others
12853.0,135,10,2919.6,3,5,5,13,Loyal Customers
12854.0,79,7,2715.2200000000003,3,4,5,12,Loyal Customers
12855.0,373,3,407.69,2,3,2,7,Others
12856.0,8,6,2009.98,5,4,4,13,Champions
12857.0,211,6,2376.65,2,4,4,10,At Risk
12858.0,383,1,110.27,2,1,1,4,Others
12859.0,459,1,521.4,1,1,3,5,Lost
12860.0,693,1,34.22,1,1,1,3,Lost
12861.0,620,1,39.599999999999994,1,1,1,3,Lost
12862.0,426,2,879.62,1,2,3,6,Lost
12863.0,52,6,916.9,4,4,3,11,Champions
12864.0,138,2,299.57,3,2,2,7,Others
12865.0,26,4,2903.42,4,3,5,12,Loyal Customers
12866.0,283,3,887.15,2,3,3,8,Others
12867.0,26,13,7785.94,4,5,5,14,Champions
12868.0,186,8,2158.81,3,4,4,11,Loyal Customers
12869.0,682,1,312.17,1,1,2,4,Lost
12870.0,375,3,1407.9,2,3,4,9,Others
